SalesOrderNumber	OrderDate	OrderedProducts	EmployeeKey	OrderedQuantity	TotalPrice	TotalSales	TotalCost	TotalMargin
SO43902	2017-08-26	20	285	53	18860.76	52803.34	48774.41	4028.93
SO53465	2019-09-03	71	272	460	18660.82	84829.22	75746.22	9083.0
SO47014	2018-08-21	2	284	3	203.29	340.98	252.34	88.64
SO65204	2020-03-10	1	295	2	5.39	10.78	6.72	4.06
SO46057	2018-05-15	32	282	128	14510.55	62359.95	62421.58	-61.63
SO69396	2020-05-02	14	284	38	3285.78	6187.18	6447.34	-260.16
SO47961	2018-11-01	1	284	1	647.99	647.99	598.44	49.55
SO46642	2018-07-16	38	283	169	21977.38	98012.93	99374.08	-1361.15
SO63157	2020-02-08	46	282	210	13218.4	48531.93	43359.19	5172.74
SO46333	2018-06-05	36	288	100	21744.37	50154.29	50272.55	-118.26
SO44779	2017-12-24	9	285	20	14246.33	32572.64	30523.69	2048.95
SO48065	2018-11-23	45	282	179	21268.4	79066.52	79359.99	-293.47
SO53457	2019-09-02	38	289	118	13217.61	47320.1	43099.46	4220.64
SO53492	2019-09-08	33	294	78	9662.3	18428.21	20139.49	-1711.28
SO63193	2020-02-15	3	283	5	401.47	404.21	402.27	1.94
SO44502	2017-11-07	14	281	31	9222.74	17871.44	17857.04	14.4
SO51150	2019-07-22	35	296	66	14933.46	28324.72	33759.57	-5434.85
SO49856	2019-04-14	37	291	170	19349.71	86572.92	88095.03	-1522.11
SO49163	2019-02-28	5	287	20	2540.68	7735.99	6890.39	845.6
SO44504	2017-11-07	27	288	53	13263.13	19985.82	19924.85	60.97
SO43692	2017-07-27	28	287	98	11023.36	38510.9	38542.1	-31.2
SO44107	2017-09-21	21	283	41	8695.44	16185.44	16131.88	53.56
SO67334	2020-04-27	1	289	1	48.59	48.59	35.96	12.63
SO48378	2018-12-27	46	283	190	14090.69	42837.09	42746.57	90.52
SO48067	2018-11-25	1	285	1	35.99	35.99	24.75	11.24
SO63144	2020-02-06	4	285	5	2370.56	3391.15	3594.54	-203.39
SO43874	2017-08-19	1	283	1	419.46	419.46	413.15	6.31
SO51861	2019-08-30	26	290	81	4771.42	11106.78	12915.88	-1809.1
SO65277	2020-03-23	7	281	12	6232.65	9197.11	9481.05	-283.94
SO51097	2019-07-05	1	289	2	1376.99	2753.98	2503.96	250.02
SO57077	2019-11-11	5	282	23	196.46	900.14	646.65	253.49
SO53552	2019-09-19	22	287	91	2188.19	7585.87	6445.58	1140.29
SO51763	2019-08-14	52	288	189	13342.62	40110.31	36225.15	3885.16
SO57130	2019-11-19	20	289	50	10445.8	28682.65	29272.96	-590.31
SO49099	2019-02-12	28	281	117	19258.28	78579.93	80055.06	-1475.13
SO51738	2019-08-09	1	288	1	200.05	200.05	199.85	0.2
SO50696	2019-06-12	37	281	107	18519.29	47192.28	47270.36	-78.08
SO44775	2017-12-23	4	285	5	1328.28	2203.07	2220.0	-16.93
SO51746	2019-08-11	8	285	21	1967.82	5467.17	5757.5	-290.33
SO48085	2018-11-29	2	292	3	672.12	1141.91	1160.57	-18.66
SO65201	2020-03-09	25	290	73	18476.27	53500.15	55189.66	-1689.51
SO46104	2018-05-31	1	285	1	419.46	419.46	413.15	6.31
SO49164	2019-02-28	5	288	11	2527.29	7490.71	6713.21	777.5
SO44563	2017-11-27	28	286	73	18154.35	47716.9	47815.05	-98.15
SO69462	2020-05-13	14	283	52	3554.72	11013.38	11594.23	-580.85
SO45335	2018-02-23	17	281	39	7604.12	14048.08	14046.46	1.62
SO61182	2020-01-04	31	289	130	12433.42	52741.13	47671.71	5069.42
SO57143	2019-11-22	29	292	128	17936.84	94024.38	97388.68	-3364.3
SO61236	2020-01-22	7	287	37	2738.04	13721.65	14476.1	-754.45
SO61197	2020-01-09	3	295	10	1852.9	7351.62	7740.54	-388.92
SO51821	2019-08-22	19	287	62	1900.36	4542.92	3892.45	650.47
SO63152	2020-02-07	15	281	39	11413.73	32133.22	33171.17	-1037.95
SO50194	2019-05-02	1	288	3	469.79	1409.37	1460.12	-50.75
SO47053	2018-08-27	20	285	53	10522.49	26628.06	25491.0	1137.06
SO46385	2018-06-27	32	281	127	13301.9	46414.7	46149.12	265.58
SO46347	2018-06-11	4	287	5	965.92	1144.5	1128.53	15.97
SO53532	2019-09-15	1	296	3	728.91	2186.73	2265.45	-78.72
SO46352	2018-06-13	4	284	7	3387.5	5918.75	13314.77	-7396.02
SO58984	2019-12-14	11	282	24	8351.1	18959.56	19590.71	-631.15
SO59059	2019-12-28	16	293	45	8612.61	25137.3	25622.58	-485.28
SO49528	2019-03-27	5	282	12	373.42	803.02	635.99	167.03
SO65187	2020-03-07	1	291	1	445.41	445.41	461.44	-16.03
SO51751	2019-08-13	65	295	371	17273.09	58634.95	52607.79	6027.16
SO49892	2019-04-28	2	290	3	498.63	968.42	1002.49	-34.07
SO63240	2020-02-21	22	287	38	14779.46	25411.31	26130.89	-719.58
SO50671	2019-06-05	16	293	32	10604.9	22994.88	23193.35	-198.47
SO69445	2020-05-10	11	295	35	2830.1	6422.1	6707.66	-285.56
SO53550	2019-09-19	10	282	28	3045.31	10687.75	11209.56	-521.81
SO51159	2019-07-28	3	281	8	477.75	484.6	434.08	50.52
SO65236	2020-03-16	34	283	127	9325.02	19176.46	19605.62	-429.16
SO57054	2019-11-07	30	292	129	16525.73	94426.64	100031.59	-5604.95
SO44550	2017-11-22	21	283	41	14802.48	28672.97	28747.25	-74.28
SO46639	2018-07-15	18	284	55	2957.86	6626.02	6995.57	-369.55
SO48305	2018-12-06	1	281	1	600.26	600.26	605.65	-5.39
SO49530	2019-03-27	2	283	2	1633.39	1633.39	1620.8	12.59
SO48792	2019-01-30	1	285	1	469.79	469.79	486.71	-16.92
SO53496	2019-09-09	9	282	11	3743.9	4132.85	5140.64	-1007.79
SO51137	2019-07-17	30	285	87	13175.21	46420.32	42051.41	4368.91
SO46072	2018-05-19	14	284	41	20046.07	65160.66	60460.44	4700.22
SO46973	2018-08-11	9	286	20	4222.89	6227.19	5448.56	778.63
SO49039	2019-02-01	5	291	15	2527.29	5168.53	4595.61	572.92
SO45339	2018-02-24	19	282	37	15261.38	27763.77	27941.22	-177.45
SO67316	2020-04-21	59	291	330	16468.07	82999.3	74592.98	8406.32
SO48337	2018-12-16	6	291	25	3770.14	12649.84	11305.22	1344.62
SO49101	2019-02-13	36	293	110	10453.03	25503.08	22496.46	3006.62
SO48001	2018-11-09	48	293	176	14462.84	36401.58	32001.01	4400.57
SO63176	2020-02-11	7	284	13	4763.0	6415.69	6718.61	-302.92
SO46660	2018-07-23	45	283	251	23065.21	119414.82	124462.05	-5047.23
SO49046	2019-02-02	3	282	8	1275.04	2595.66	2305.64	290.02
SO55286	2019-10-17	6	293	15	1460.01	3650.55	3742.31	-91.76
SO47686	2018-10-10	1	284	1	65.6	65.6	48.55	17.05
SO51729	2019-08-07	26	292	66	16539.64	32904.5	34619.67	-1715.17
SO63195	2020-02-15	5	292	17	2375.95	10184.23	10790.35	-606.12
SO50231	2019-05-10	34	285	81	18059.37	45752.33	45855.88	-103.55
SO57095	2019-11-14	1	291	1	1466.01	1466.01	1554.95	-88.94
SO47459	2018-09-30	2	281	6	1452.11	6423.51	5775.1	648.41
SO44301	2017-10-17	27	287	45	16216.38	29479.38	29622.89	-143.51
SO45550	2018-03-15	26	283	82	19684.22	54979.91	55156.62	-176.71
SO48769	2019-01-20	36	287	113	10078.61	24016.32	23931.62	84.7
SO49089	2019-02-10	3	291	8	1275.04	1388.99	1215.51	173.48
SO67346	2020-04-29	20	293	58	12685.95	41375.1	42459.83	-1084.73
SO44313	2017-10-27	22	281	38	15677.27	26037.01	26092.77	-55.76
SO53467	2019-09-04	22	293	71	2096.9	5696.34	5482.18	214.16
SO69564	2020-05-31	17	294	49	8402.44	16317.5	16609.49	-291.99
SO46033	2018-05-03	8	285	17	2550.79	4716.15	4656.91	59.24
SO47420	2018-09-18	2	282	4	245.71	491.42	425.58	65.84
SO69497	2020-05-19	1	288	4	5.39	21.56	27.69	-6.13
SO49058	2019-02-04	41	282	145	13046.31	38334.47	38140.36	194.11
SO47357	2018-09-03	18	284	41	4646.6	8057.67	6980.77	1076.9
SO48370	2018-12-25	21	287	54	11353.0	36234.29	32606.01	3628.28
SO50216	2019-05-07	6	289	13	1354.06	1484.44	1304.61	179.83
SO44118	2017-09-24	3	282	6	1713.71	3427.42	3422.01	5.41
SO47040	2018-08-25	21	285	66	7129.96	22386.71	19725.93	2660.78
SO47003	2018-08-19	19	291	59	5691.54	18202.69	16139.4	2063.29
SO49823	2019-04-01	8	281	17	2321.33	4226.44	4306.07	-79.63
SO49520	2019-03-24	4	285	8	1297.83	2595.66	2305.64	290.02
SO47687	2018-10-10	47	287	125	19417.36	47238.5	47317.26	-78.76
SO47064	2018-08-29	2	283	2	794.24	794.24	786.83	7.41
SO61212	2020-01-15	7	287	8	6639.96	8070.4	8360.94	-290.54
SO53549	2019-09-19	1	281	1	858.9	858.9	868.63	-9.73
SO46325	2018-06-02	25	283	109	11906.32	48748.84	48753.46	-4.62
SO49070	2019-02-06	15	291	34	9433.28	23623.35	23784.24	-160.89
SO65219	2020-03-12	1	281	1	1466.01	1466.01	1554.95	-88.94
SO51105	2019-07-10	29	281	131	17738.07	71514.57	75173.47	-3658.9
SO67267	2020-04-06	7	281	20	2339.62	5665.75	5738.75	-73.0
SO59047	2019-12-25	1	295	1	48.59	48.59	35.96	12.63
SO63260	2020-02-24	3	295	5	1730.13	1804.63	1878.29	-73.66
SO48774	2019-01-23	5	292	10	2527.29	3847.91	3427.12	420.79
SO65257	2020-03-20	38	283	154	18861.09	63653.33	65333.65	-1680.32
SO47406	2018-09-15	3	285	7	1585.93	4709.21	4351.52	357.69
SO44098	2017-09-16	6	285	30	10175.18	16374.98	15315.7	1059.28
SO49878	2019-04-24	10	285	26	2395.16	4568.66	4499.0	69.66
SO49072	2019-02-07	7	284	12	5910.09	10532.32	9501.62	1030.7
SO59034	2019-12-21	4	282	12	124.01	411.68	348.39	63.29
SO48346	2018-12-19	1	283	2	1229.46	2458.92	2211.62	247.3
SO48735	2019-01-05	26	281	115	19152.1	80097.79	81964.03	-1866.24
SO57136	2019-11-20	39	272	214	17116.28	86385.2	90727.87	-4342.67
SO49523	2019-03-25	34	281	105	10802.65	22612.23	22472.49	139.74
SO46609	2018-07-03	3	286	4	1590.48	2371.3	2195.85	175.45
SO50283	2019-05-22	4	283	7	2631.69	4974.15	4703.65	270.5
SO55252	2019-10-06	48	292	163	12886.47	37835.19	33961.92	3873.27
SO51819	2019-08-22	9	288	35	1863.02	7107.82	6184.09	923.73
SO59055	2019-12-27	3	288	9	142.49	353.96	306.17	47.79
SO44778	2017-12-23	21	281	65	12776.9	42894.27	43045.92	-151.65
SO47057	2018-08-28	20	287	67	5712.38	16239.54	14160.92	2078.62
SO47440	2018-09-25	16	283	38	4281.39	8610.1	7556.06	1054.04
SO59027	2019-12-21	38	281	102	13678.07	39723.38	35649.59	4073.79
SO65234	2020-03-15	29	289	89	17490.09	52755.94	54113.98	-1358.04
SO69537	2020-05-27	2	291	3	1047.76	1493.17	1524.63	-31.46
SO51868	2019-08-31	1	285	1	202.33	202.33	204.63	-2.3
SO69389	2020-05-01	7	291	26	1645.45	5105.48	4384.82	720.66
SO51755	2019-08-13	18	284	71	9380.29	41563.29	43801.79	-2238.5
SO44516	2017-11-10	1	289	1	419.46	419.46	413.15	6.31
SO69521	2020-05-23	22	289	64	13757.07	51216.13	52776.56	-1560.43
SO45535	2018-03-08	17	283	34	5876.62	11256.85	11169.45	87.4
SO51718	2019-08-06	22	285	91	2184.3	4754.07	3772.97	981.1
SO63239	2020-02-21	26	284	108	5560.82	15360.67	15844.87	-484.2
SO55331	2019-10-31	28	285	64	13139.47	31318.97	28333.34	2985.63
SO51142	2019-07-20	3	281	3	2232.84	2232.84	2283.53	-50.69
SO48007	2018-11-11	1	292	1	647.99	647.99	598.44	49.55
SO63238	2020-02-21	1	285	1	37.25	37.25	27.57	9.68
SO49541	2019-03-29	27	287	89	14349.45	36603.09	32360.64	4242.45
SO49045	2019-02-02	5	284	15	2348.95	7046.85	7300.6	-253.75
SO49535	2019-03-29	1	282	1	202.33	202.33	187.16	15.17
SO50724	2019-06-20	20	282	60	8338.72	22106.94	19533.44	2573.5
SO69479	2020-05-15	38	284	132	15152.6	25583.82	26413.09	-829.27
SO46359	2018-06-17	19	288	53	8417.48	18802.64	18797.83	4.81
SO61268	2020-01-31	1	287	3	200.05	600.15	599.56	0.59
SO53564	2019-09-22	1	283	2	1.37	2.74	1.71	1.03
SO48018	2018-11-14	33	285	77	18991.46	44583.82	44901.51	-317.69
SO69548	2020-05-29	1	291	2	31.58	63.16	46.74	16.42
SO61244	2020-01-24	31	286	108	17555.46	54955.76	56161.94	-1206.18
SO61198	2020-01-09	1	290	1	323.99	323.99	343.65	-19.66
SO46362	2018-06-18	16	282	50	8128.54	17762.28	32905.83	-15143.55
SO69397	2020-05-02	26	291	44	15906.25	26194.94	26743.55	-548.61
SO44484	2017-11-02	5	288	11	6116.37	8184.86	7658.33	526.53
SO46091	2018-05-26	22	285	35	16017.71	22130.12	22165.57	-35.45
SO44112	2017-09-22	5	284	16	10169.95	32444.84	30411.68	2033.16
SO48740	2019-01-08	25	281	105	19048.79	80856.95	82709.25	-1852.3
SO61187	2020-01-05	1	289	2	32.99	65.98	41.13	24.85
SO46626	2018-07-09	35	292	144	9481.84	37250.76	32973.27	4277.49
SO49127	2019-02-19	34	272	130	18761.86	74204.73	75570.73	-1366.0
SO45541	2018-03-11	2	287	3	49.03	69.22	55.78	13.44
SO48297	2018-12-04	8	284	28	2655.29	7971.93	7117.35	854.58
SO47453	2018-09-28	2	281	4	780.72	2269.26	2009.71	259.55
SO47438	2018-09-24	31	283	103	14764.45	56590.49	50523.67	6066.82
SO53528	2019-09-15	8	291	27	1693.17	3928.37	3381.05	547.32
SO49086	2019-02-09	23	282	55	16793.86	42594.37	43529.15	-934.78
SO63131	2020-02-02	26	282	157	13826.68	87012.93	78736.39	8276.54
SO47047	2018-08-26	11	291	24	6803.05	10085.46	8954.6	1130.86
SO58951	2019-12-09	43	295	172	12855.78	32841.06	29491.0	3350.06
SO58947	2019-12-08	2	296	3	1204.7	1807.05	1805.23	1.82
SO46081	2018-05-23	2	283	2	838.92	838.92	826.3	12.62
SO44488	2017-11-03	27	285	46	18846.6	32857.4	33011.01	-153.61
SO48289	2018-12-01	3	289	4	451.87	635.81	576.0	59.81
SO63146	2020-02-06	6	282	15	3080.95	4528.68	4739.33	-210.65
SO63181	2020-02-12	30	285	87	12560.53	21969.43	22900.92	-931.49
SO65284	2020-03-25	3	291	15	48.88	178.98	111.6	67.38
SO44285	2017-10-07	13	286	52	18527.12	57740.93	53588.31	4152.62
SO51820	2019-08-22	11	288	26	2401.44	4213.02	4318.32	-105.3
SO46665	2018-07-25	1	285	2	183.94	367.88	340.29	27.59
SO48025	2018-11-15	4	291	7	1297.83	1366.2	1199.83	166.37
SO48034	2018-11-16	8	281	39	3210.73	15617.63	15988.01	-370.38
SO49112	2019-02-15	5	293	10	2527.29	5054.58	4517.26	537.32
SO46386	2018-06-28	8	281	22	4957.08	12343.26	23537.59	-11194.33
SO55250	2019-10-06	5	292	9	2167.71	4002.87	3642.68	360.19
SO51779	2019-08-17	1	284	1	63.9	63.9	47.29	16.61
SO69551	2020-05-29	1	290	1	672.29	672.29	713.08	-40.79
SO47389	2018-09-11	4	284	8	1800.17	4356.87	3946.33	410.54
SO50732	2019-06-23	1	283	1	324.45	324.45	300.12	24.33
SO47983	2018-11-05	1	281	1	469.79	469.79	486.71	-16.92
SO48365	2018-12-24	7	285	17	5012.99	10080.96	9023.65	1057.31
SO49126	2019-02-19	6	292	23	2818.74	10805.17	11194.26	-389.09
SO57156	2019-11-24	2	295	2	2159.35	2159.35	2237.09	-77.74
SO51846	2019-08-27	1	272	3	323.99	971.97	1030.95	-58.98
SO51098	2019-07-05	1	295	2	672.29	1344.58	1426.16	-81.58
SO65322	2020-03-31	7	293	14	3372.23	6047.86	6405.39	-357.53
SO48022	2018-11-14	4	284	8	2190.04	4038.84	3516.16	522.68
SO51736	2019-08-08	8	292	16	1821.03	2333.41	1991.12	342.29
SO65248	2020-03-19	25	285	89	16234.22	58723.98	62145.62	-3421.64
SO65301	2020-03-27	1	281	2	5.39	10.78	6.72	4.06
SO48059	2018-11-21	45	284	170	13716.96	44241.67	44348.13	-106.46
SO51815	2019-08-21	19	290	41	9579.35	21769.68	25450.83	-3681.15
SO53461	2019-09-02	1	290	1	1466.01	1466.01	1554.95	-88.94
SO49890	2019-04-28	45	272	177	12454.43	43033.52	43399.05	-365.53
SO50692	2019-06-11	2	282	3	2472.31	3715.16	3341.52	373.64
SO67275	2020-04-08	3	292	3	569.16	569.16	513.74	55.42
SO46641	2018-07-16	1	285	1	469.79	469.79	486.71	-16.92
SO55237	2019-10-03	1	295	1	72.16	72.16	53.4	18.76
SO53577	2019-09-23	41	288	120	17311.64	45596.3	52654.63	-7058.33
SO45278	2018-02-05	17	288	30	16743.69	29200.49	29379.09	-178.6
SO57085	2019-11-12	36	287	124	13372.24	26886.08	27960.48	-1074.4
SO48301	2018-12-05	1	284	1	44.99	44.99	30.93	14.06
SO45788	2018-04-07	2	287	3	1294.25	2169.04	2182.57	-13.53
SO44740	2017-12-01	9	281	15	4059.66	6641.13	6617.38	23.75
SO58933	2019-12-04	2	293	4	874.62	1279.28	1326.96	-47.68
SO48058	2018-11-21	1	289	1	20.52	20.52	15.18	5.34
SO46329	2018-06-03	1	285	1	722.59	722.59	623.84	98.75
SO53511	2019-09-11	7	288	11	405.04	552.91	436.76	116.15
SO61190	2020-01-06	40	295	159	14994.61	37228.94	38087.14	-858.2
SO47706	2018-10-22	23	281	64	11740.62	29731.5	26272.34	3459.16
SO47435	2018-09-23	52	283	236	15915.43	47901.73	42209.01	5692.72
SO44114	2017-09-23	22	281	60	13017.61	33478.92	33438.29	40.63
SO51772	2019-08-16	33	291	103	14741.89	43789.6	45498.98	-1709.38
SO65179	2020-03-05	1	282	1	445.41	445.41	461.44	-16.03
SO49071	2019-02-06	1	284	2	209.26	418.52	371.64	46.88
SO44497	2017-11-05	2	288	3	776.36	1195.82	1178.43	17.39
SO69461	2020-05-13	35	288	123	16991.91	31964.27	33329.71	-1365.44
SO44769	2017-12-19	1	285	1	183.94	183.94	181.49	2.45
SO53527	2019-09-14	59	291	307	16046.05	74129.99	66980.2	7149.79
SO58918	2019-12-02	65	291	338	16784.99	61232.47	54586.75	6645.72
SO44088	2017-09-09	1	287	1	419.46	419.46	413.15	6.31
SO55290	2019-10-18	2	287	14	10.78	75.46	47.08	28.38
SO46051	2018-05-13	9	282	29	11201.41	33074.26	30643.9	2430.36
SO55268	2019-10-12	59	288	283	13322.48	39931.27	35604.89	4326.38
SO50251	2019-05-15	1	284	3	180.13	540.39	399.89	140.5
SO48384	2018-12-28	30	287	133	15236.64	67778.47	60117.71	7660.76
SO58978	2019-12-13	5	284	20	2839.55	7459.0	6628.24	830.76
SO46621	2018-07-08	8	281	16	2930.92	5898.7	6694.3	-795.6
SO43676	2017-07-15	5	281	12	6086.37	14203.43	13303.65	899.78
SO65267	2020-03-22	6	295	11	5911.05	11093.19	11492.56	-399.37
SO51765	2019-08-15	1	289	2	1376.99	2753.98	2503.96	250.02
SO48291	2018-12-02	1	291	1	736.15	736.15	653.7	82.45
SO58928	2019-12-03	46	281	141	12817.61	35757.92	32194.26	3563.66
SO45043	2018-01-04	8	289	22	10194.68	32576.67	30533.02	2043.65
SO63242	2020-02-21	4	290	15	1502.96	1964.85	1618.45	346.4
SO51175	2019-07-31	1	285	4	5.39	21.56	13.45	8.11
SO53474	2019-09-05	33	285	69	15667.81	28431.49	32896.58	-4465.09
SO43685	2017-07-21	4	285	6	1897.65	2736.57	2718.79	17.78
SO65212	2020-03-11	1	289	3	37.25	111.75	82.7	29.05
SO61189	2020-01-06	26	281	107	16226.63	61945.94	65511.34	-3565.4
SO48028	2018-11-15	42	288	172	11555.24	32765.37	28588.89	4176.48
SO63183	2020-02-12	8	281	19	2104.68	5531.73	5008.8	522.93
SO63125	2020-02-01	10	283	18	5396.34	8511.87	7690.61	821.26
SO59062	2019-12-29	1	296	1	23.48	23.48	17.38	6.1
SO69532	2020-05-27	51	282	165	14016.58	54337.04	50073.33	4263.71
SO67350	2020-04-30	2	283	2	802.4	802.4	801.59	0.81
SO45320	2018-02-18	5	286	9	8135.66	10192.75	9546.23	646.52
SO46324	2018-06-02	7	281	12	3041.99	4310.75	4297.13	13.62
SO47434	2018-09-22	36	282	131	10515.27	37289.51	32980.17	4309.34
SO53499	2019-09-10	50	283	178	11531.18	28195.33	25388.58	2806.75
SO51126	2019-07-15	33	282	183	17147.03	116784.79	140251.52	-23466.73
SO49474	2019-03-09	2	281	2	2472.31	2472.31	2223.67	248.64
SO65213	2020-03-11	17	292	40	5922.49	11999.03	10692.75	1306.28
SO45563	2018-03-21	3	285	4	3557.34	4279.93	3844.86	435.07
SO55275	2019-10-15	36	291	165	14231.12	64715.83	58083.43	6632.4
SO47705	2018-10-22	28	292	139	3940.8	18843.57	18641.63	201.94
SO63250	2020-02-22	1	288	1	323.99	323.99	343.65	-19.66
SO53575	2019-09-23	3	285	4	2171.49	2183.63	2255.06	-71.43
SO51100	2019-07-06	31	291	84	12069.64	35150.88	31753.99	3396.89
SO43848	2017-08-03	5	289	9	10154.95	18269.91	17125.02	1144.89
SO49140	2019-02-22	35	284	110	10266.98	20987.04	20596.34	390.7
SO51694	2019-08-02	7	291	14	1772.44	2061.53	1757.11	304.42
SO45330	2018-02-22	2	285	4	34.54	69.08	70.24	-1.16
SO50276	2019-05-21	10	285	44	2965.3	11496.96	11732.7	-235.74
SO44566	2017-11-28	15	283	31	15795.66	38308.8	35780.08	2528.72
SO61241	2020-01-23	13	293	38	8192.89	26298.58	27003.94	-705.36
SO53606	2019-09-27	52	282	227	14243.22	46742.02	42032.61	4709.41
SO50237	2019-05-13	40	288	165	12196.23	30203.19	26400.26	3802.93
SO51793	2019-08-19	48	291	162	16545.13	31665.63	32544.35	-878.72
SO57049	2019-11-07	2	287	3	429.06	785.96	775.29	10.67
SO48375	2018-12-25	45	283	169	12368.29	30038.99	26213.96	3825.03
SO55253	2019-10-06	48	285	186	12402.81	35856.46	32145.4	3711.06
SO48068	2018-11-25	7	285	12	1584.69	2526.56	2361.6	164.96
SO53542	2019-09-18	10	284	39	1894.01	5950.78	5069.96	880.82
SO44774	2017-12-21	9	284	28	6205.08	12456.61	11612.9	843.71
SO49117	2019-02-17	23	283	52	12686.56	24520.05	21834.79	2685.26
SO44794	2017-12-29	1	289	2	2024.99	4049.98	3796.19	253.79
SO45546	2018-03-14	5	272	8	8135.66	12206.34	11437.53	768.81
SO51825	2019-08-23	46	281	136	16097.21	55933.62	50461.6	5472.02
SO48326	2018-12-13	3	293	9	470.26	1684.24	1545.81	138.43
SO59061	2019-12-29	6	282	33	2113.9	7385.83	7743.83	-358.0
SO44758	2017-12-14	27	283	51	17714.43	25618.72	25652.86	-34.14
SO63124	2020-02-01	16	285	39	13043.14	32382.21	34332.68	-1950.47
SO53557	2019-09-20	2	296	2	400.1	400.1	399.7	0.4
SO48744	2019-01-10	15	291	58	6252.98	18999.13	16619.27	2379.86
SO47350	2018-09-01	7	282	16	2187.63	5717.09	5745.18	-28.09
SO44133	2017-09-30	17	285	41	9113.12	25686.51	25705.5	-18.99
SO61199	2020-01-09	22	286	85	12191.3	58015.27	53563.93	4451.34
SO49087	2019-02-10	1	291	1	324.45	324.45	300.12	24.33
SO47426	2018-09-19	1	282	1	1308.94	1308.94	1320.68	-11.74
SO50201	2019-05-03	3	283	4	1409.37	1879.16	1946.83	-67.67
SO49460	2019-03-06	3	285	4	1988.5	2186.54	2112.0	74.54
SO49870	2019-04-19	52	283	200	17771.14	57297.31	57793.49	-496.18
SO44558	2017-11-26	1	281	2	419.46	838.92	826.29	12.63
SO48343	2018-12-18	3	285	4	588.6	790.93	731.61	59.32
SO57075	2019-11-10	20	296	66	13576.48	50982.8	52434.88	-1452.08
SO48006	2018-11-11	6	292	31	2818.74	14563.49	15087.91	-524.42
SO46361	2018-06-17	5	285	12	2138.36	5529.91	5493.45	36.46
SO48045	2018-11-17	4	283	5	1139.67	1153.8	992.25	161.55
SO57113	2019-11-17	4	281	11	2251.97	4465.53	4549.29	-83.76
SO46947	2018-08-05	21	281	102	9663.23	39070.76	34861.81	4208.95
SO63288	2020-02-28	7	287	15	5126.07	9183.66	9492.08	-308.42
SO59021	2019-12-19	31	286	87	14178.22	44971.27	40667.69	4303.58
SO57051	2019-11-07	46	292	289	15087.38	75990.6	80336.02	-4345.42
SO46075	2018-05-20	2	288	2	838.92	838.92	826.3	12.62
SO46658	2018-07-21	8	291	17	3106.56	4838.67	4238.44	600.23
SO49462	2019-03-06	1	282	2	324.45	648.9	600.24	48.66
SO49857	2019-04-15	1	285	1	44.99	44.99	30.93	14.06
SO50752	2019-06-28	1	285	2	647.99	1295.98	1196.87	99.11
SO51132	2019-07-17	34	291	167	17884.51	99783.95	107856.29	-8072.34
SO46355	2018-06-13	21	283	57	9233.18	22996.55	22975.56	20.99
SO57164	2019-11-25	13	283	53	3591.52	15310.12	16083.13	-773.01
SO65319	2020-03-30	33	288	113	13953.14	40349.67	36018.86	4330.81
SO49826	2019-04-03	39	289	195	13233.15	73988.22	65954.5	8033.72
SO46956	2018-08-07	13	281	34	1874.82	4383.89	4332.91	50.98
SO49841	2019-04-09	46	287	119	17079.07	43579.34	43356.52	222.82
SO50265	2019-05-20	48	291	135	19864.32	45840.77	45966.18	-125.41
SO59072	2019-12-31	1	296	1	445.41	445.41	461.44	-16.03
SO63130	2020-02-02	7	285	23	2737.86	3870.21	4036.13	-165.92
SO65285	2020-03-25	3	282	9	2046.57	6139.71	6505.15	-365.44
SO58998	2019-12-17	1	281	1	356.9	356.9	360.94	-4.04
SO46930	2018-08-01	21	291	70	5920.88	16817.37	14642.64	2174.73
SO44080	2017-09-06	1	282	2	5.7	11.4	6.79	4.61
SO48324	2018-12-13	3	284	4	1850.87	2451.13	2420.27	30.86
SO46067	2018-05-18	20	283	115	18083.79	101857.11	94705.45	7151.66
SO45340	2018-02-25	3	285	5	1713.71	2552.63	2537.29	15.34
SO43897	2017-08-25	14	282	54	14349.07	51234.96	47943.39	3291.57
SO63265	2020-02-24	1	289	1	461.69	461.69	419.78	41.91
SO47458	2018-09-30	33	282	123	14751.5	55607.39	49419.4	6187.99
SO51832	2019-08-24	49	291	211	14342.76	44223.87	39753.46	4470.41
SO51769	2019-08-15	33	284	109	15722.27	55917.29	59086.91	-3169.62
SO51869	2019-08-31	1	295	1	26.72	26.72	19.78	6.94
SO51839	2019-08-25	49	284	268	16429.26	42935.35	44496.43	-1561.08
SO51701	2019-08-03	2	285	3	1682.54	2636.17	3719.03	-1082.86
SO63137	2020-02-04	4	283	14	460.86	880.76	658.08	222.68
SO48763	2019-01-19	17	292	71	1397.73	4802.25	4385.71	416.54
SO63174	2020-02-11	24	291	82	9356.06	25409.16	26243.49	-834.33
SO58969	2019-12-12	10	292	47	3018.82	9700.17	8707.38	992.79
SO48328	2018-12-14	22	287	62	10878.6	30063.55	26745.85	3317.7
SO43847	2017-08-03	3	284	3	908.82	908.82	922.14	-13.32
SO44083	2017-09-07	4	284	6	1328.28	1362.31	1372.72	-10.41
SO49119	2019-02-17	6	283	17	2818.74	7986.43	8274.02	-287.59
SO45049	2018-01-11	5	289	8	827.72	1379.54	1344.64	34.9
SO57014	2019-11-01	1	288	1	48.59	48.59	35.96	12.63
SO65208	2020-03-10	4	292	6	2837.96	4256.94	3834.47	422.47
